Sentence,First_Sentence,Core_Elements,Element_Mappings,NLI_Hypothesis,Entailment_Score,Frame_Accepted,Ground_Truth,Notes,Verb,Frame_Name,Frame_Definition,Core_Elements_Mappings
I open the backpack.,an agent manipulates a fastener to open or close a containing object.,,,This describes a situation in which I manipulates a fastener to open or close a containing object.,0.9907398223876953,True,True,,open,Closure,"An Agent manipulates a Fastener to open or close a Containing_object (e.g. coat, jar).  Sometimes an Enclosed_region or a Container_portal may be expressed. Since the Manipulator is syntactically omissible, many verbs in this frame incorporate the Fastener.  'Mary closed her coat with a belt.' 'Mary closed her coat with one hand.' 'Mary buttoned her coat .'",{'Agent': 'I'}
I open the backpack.,this frame contains words for motions or actions an agent performs using some part of his/her body.,,,This describes a situation in which this frame contains words for motions or actions I performs using some part of his/her body.,0.9244157671928406,True,False,,open,Body_movement,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",{'Agent': 'I'}
I open the backpack.,an agent initiates the beginning of an ongoing activity in which he will be continuously involved.,,,This describes a situation in which I initiates the beginning of an ongoing open in which he will be continuously involved.,0.013953093439340591,False,False,,open,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.'  'Naturally, I started crying to get out of work.'  ","{'Agent': 'I', 'Activity': 'open'}"
I close the backpack.,an agent manipulates a fastener to open or close a containing object.,,,This describes a situation in which I manipulates a fastener to open or close a containing object.,0.9916396737098694,True,True,,close,Closure,"An Agent manipulates a Fastener to open or close a Containing_object (e.g. coat, jar).  Sometimes an Enclosed_region or a Container_portal may be expressed. Since the Manipulator is syntactically omissible, many verbs in this frame incorporate the Fastener.  'Mary closed her coat with a belt.' 'Mary closed her coat with one hand.' 'Mary buttoned her coat .'",{'Agent': 'I'}
I close the backpack.,this frame contains words for motions or actions an agent performs using some part of his/her body.,,,This describes a situation in which this frame contains words for motions or actions I performs using some part of his/her body.,0.9553279876708984,True,False,,close,Body_movement,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",{'Agent': 'I'}
I close the backpack.,"a building or location that can be sealed to prevent entrance, the locale, ceases to be open for use.",,,"This describes a situation in which a building or location that can be sealed to prevent entrance, the the backpack, ceases to be open for use.",0.22599920630455017,False,False,,close,Locale_closure,"A building or location that can be sealed to prevent entrance, the Locale, ceases to be open for use.  'That park closed last year.'",{'Locale': 'the backpack'}
I tear the backpack.,an experiencer is involved in a bodily injury to a body part.,,,This describes a situation in which an experiencer is involved in a bodily injury to a body part.,0.010888317599892616,False,False,,tear,Experience_bodily_harm,"An Experiencer is involved in a bodily injury to a Body_part.  (In some cases, no Body_part need be indicated.)  Often an Injuring_entity on which the Experiencer injures themselves is mentioned. 'I think that I hurt myself pretty bad back there.' 'He smacked his head on the mantel getting up from poking at the fire.'",{}
I tear the backpack.,"an agent suddenly and often violently separates the whole patient into two or more smaller pieces, resulting in the whole patient no longer existing as such.",,,"This describes a situation in which I suddenly and often violently separates the whole patient into two or more smaller pieces, resulting in the whole patient no longer existing as such.",0.005084728356450796,False,True,,tear,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.  Several lexical items are marked with the semantic type Negative, which indicates that the fragmentation is necessarily judged as injurious to the original Whole_patient.  Compare this frame with Damaging, Render_non-functional, and Removing.  'He ripped up the letter faster than you can say ""Jack Robbins"". INI' 'Don't go in there or you 'll be torn to bits! CNI' 'She shattered the vase with a casual backhand blow to make it look like there had been a struggle. INI' 'Tear into 6"" strips, each about one inch wide, then bake at 400. CNI CNI'",{'Agent': 'I'}
I tear the backpack.,an agent affects a patient in such a way that the patient.,,,This describes a situation in which I affects a the backpack in such a way that the the backpack.,0.9824157953262329,True,True,,tear,Damaging,"An Agent affects a Patient in such a way that the Patient (or some Subregion of the Patient) ends up in a non-canonical state.  Often this non-canonical state is undesirable, and some lexical units (marked with the Negative semantic type) specifically indicate that the Patient is negatively affected.  Some lexical units of this frame indicate by what means the Patient is altered (e.g., scrape.v) and in some cases give some indication of the detailed effect on the Patient (e.g., score.v, chip.v), and in other cases, both are specified (tear.v). For another set of lexical units, the action and its result are much less specified (e.g., damage.v).  Compare this frame with Destroying, Cause_to_fragment, and Render_nonfunctional.  'That idiot just dented my car!' 'Some ne'er-do-wells defaced the Park's wall with spray paint to show their anger at local natural resources allocation policy.' 'Please don't damage the goods.'","{'Agent': 'I', 'Patient': 'the backpack'}"
I tear the backpack.,"an agent causes a theme to move away from a location, the source.",,,"This describes a situation in which I causes a the backpack to move away from a location, the source.",0.04418351128697395,False,False,,tear,Removing,"An Agent causes a Theme to move away from a location, the Source.  The Sourceis profiled by the words in this frame, just as the Goal is profiled in the Placing frame.  'I saw that several men in dark suits had removed all of the evidence from the scene.' 'With your index finger prise the meat out of the shell' 'The torrential winds dislodged most of the roof tiles.'","{'Agent': 'I', 'Theme': 'the backpack'}"
I open the laptop.,an agent manipulates a fastener to open or close a containing object.,,,This describes a situation in which I manipulates a fastener to open or close a containing object.,0.9882140159606934,True,True,,open,Closure,"An Agent manipulates a Fastener to open or close a Containing_object (e.g. coat, jar).  Sometimes an Enclosed_region or a Container_portal may be expressed. Since the Manipulator is syntactically omissible, many verbs in this frame incorporate the Fastener.  'Mary closed her coat with a belt.' 'Mary closed her coat with one hand.' 'Mary buttoned her coat .'",{'Agent': 'I'}
I open the laptop.,this frame contains words for motions or actions an agent performs using some part of his/her body.,,,This describes a situation in which this frame contains words for motions or actions I performs using some part of his/her body.,0.9556915163993835,True,False,,open,Body_movement,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",{'Agent': 'I'}
I open the laptop.,an agent initiates the beginning of an ongoing activity in which he will be continuously involved.,,,This describes a situation in which I initiates the beginning of an ongoing open in which he will be continuously involved.,0.015803351998329163,False,False,,open,Activity_start,"An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved. '' 'At the same time, city-states began to grow in influence on the southern Greek mainland.'  'Naturally, I started crying to get out of work.'  ","{'Agent': 'I', 'Activity': 'open'}"
I drop the pencil.,this frame contains words for motions or actions an agent performs using some part of his/her body.,,,This describes a situation in which this frame contains words for motions or actions I performs using some part of his/her body.,0.9827661514282227,True,True,,drop,Body_movement,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",{'Agent': 'I'}
I drop the pencil.,"the words in this frame describe the ""fictive"" motion of a stationary road.",,,"This describes a situation in which the words in this frame describe the ""fictive"" motion of a stationary road.",0.12716244161128998,False,False,,drop,Path_shape,"The words in this frame describe the ""fictive"" motion of a stationary Road.  Some of the targets cast the scene primarily in terms of the Path_shape:  'The long mountain road meandered through the woods.'  Some of the words in this frame imply a Source or Goal which is expressed by a direct object:  'The path entered the garden on the west side.'  Other members of the frame refer to a Direction: 'Then the path bears a little to the right.'  Yet others indicate a Path which requires mention of a landmark:  'The otherwise arrow-straight highway veers north and skirts the lake.'",{}
I drop the pencil.,this frame consists of words that indicate the change of an item's position on a scale.,,,This describes a situation in which this frame consists of words that indicate the change of an the pencil's position on a scale.,0.1423296332359314,False,True,,drop,Change_position_on_a_scale,"This frame consists of words that indicate the change of an Item's position on a scale (the Attribute) from a starting point (Initial_value) to an end point (Final_value). The direction (Path) of the movement can be indicated as well as the magnitude of the change (Difference).  The rate of change of the value (Speed) is optionally indicated.  Another scale (Correlate), which the values are correlated with, is indicated if it is not the default correlate (namely, absolute time).  '' The distinction between Attributes and Items is not always an easy one. The clear cases involve the expression of the Attribute in an in-PP.  'Hawke's Bay winery doubled in size last year.'  'The amount you can deduct, then, depends on whether or not the stock has increased in value during the period you have owned it.'  Other clear cases of Attributes involve NP's like size, quality, number, value that denote abstract attributes rather than events or classes of things.   '' The analysis is more complicated when an event-denoting noun phrase occurs as the subject and the sentence has no in-PP. In the simplest cases, where the Attribute is the number of occurrences of the event, the Attribute is usually left implicit, as in exx. 1 and 2, the Attribute below.  '(1)Accidents increased 20% to 345.' '(1--second FE layer)Accidents increased 20% to 345.' '(2) Attacks on civilians decreased over the last 4 months  DNI.'  In cases  like (1), we will tag the Attribute on the second layer below the Final_value label, as that FE makes it clear that the Attribute is simply cardinality. In cases like (2), we tag it as DNI because in context the hearer has to understand a particular Attribute rather than just some or any appropriate Attribute of the Item.  Note that the above pattern can be compared to cases involving tangible Items, where the Attribute may similarly be missing when the incidence or frequency of the Item is specified.  '(3) Woodland birds increasedto their highest level since 1990 DNI.'   A more complicated case involving event-denoting subjects is when the Attribute measured is not the incidence of the type of event specified but rather an Attribute of an event-participant. In (4), it is not the number of times that turbot was caught that has changed but the amount of fish caught.  '(4) Turbot catches increased from around 100 tonnes in the 1960s to around 1,200 tonnes in the mid 1990s.' '(4-second FE layer) Turbot catches increased from around 100 tonnes in the 1960s to around 1,200 tonnes in the mid 1990s.'  (Note the 2nd layer annotation of the Attribute below the Initial_value and Final_value FEs, since they indicate that the Attribute is implicitly weight.)  Similarly, in (5), the report is (in context) about the total monetary value of the gifts, not about the number of donations made.  '(5)Overall Giving by Church Members increased  from 2000 to 2001'  As can be seen from the above examples, we consider the event nouns in uses such as (4) and (5) to also specify Items. Note that in cases like (4), we do not want to treat the subject NP ""turbot catches"" as an Attribute that includes information about the Item, since it would not make sense to restate (4) as follows:  '*Turbot increased in catches.'  Two more complications arise. First, certain nouns that do not, by their etymology, denote abstract attributes have a second sense in which they do denote an Attribute.  '(6) The population of Smallville increased fourfold to 807.'   Under one reading, (6a), the population could be understood as referring to ""the people"", in which case the Attribute cardinality is understood as unexpressed, as in (1),  (2), and (3).  The Attribute could be overtly specified:  '(6a) The population of Smallville increased fourfold in size to 807.'  Under another reading, (6b), population is an Attribute that habitats or locations possess. In this case, the whole NP ""the population of Smallville"" is treated as the Attribute and on the second layer ""of Smallville"" is tagged as Item.   '(6b) The population of Smallville increased fourfold to 807.' '(6b-second FE layer) The population of Smallville increased fourfold to 807.' Support for the possibility of this second reading comes from the fact that you can also state the facts as in (6c).  '(6c) Smallville increased fourfold in population to 807.'   The last complication is that Initial_value expressions can also function as the subject, which superficially look like expressions of Attribute.  '(7) The 1999 price had increased to $3400 by 2001.' '(7--second layer) The 1999 price had increased to $3400 by 2001.'  There is no Attribute ""1999 price"" here (though the concept is plausible in certain special statistical contexts where prices are indexed to prices of a particular year). (7) simply reports that the value of the price-Attribute changed from whatever it was in 1999 to the new value of $3400 by 2001. For sentence (7), Attribute would only be indicated as ""price"" on the 2nd layer. ",{'Item': 'the pencil'}
I drop the pencil.,a mother and father produce a child or an egg.,,,This describes a situation in which a mother and father produce a child or an egg.,0.004463395569473505,False,False,,drop,Giving_birth,A Mother and Father produce a Child or an Egg. 'Betty bore Gerry three intelligent daughters.',{}
I drop the pencil.,"in this frame a theme moves in a certain direction which is often determined by gravity or other natural, physical forces.",,,"This describes a situation in which in this frame a the pencil moves in a certain direction which is often determined by gravity or other natural, physical forces.",0.6040395498275757,True,True,,drop,Motion_directional,"In this frame a Theme moves in a certain Direction which is often determined by gravity or other natural, physical forces. The Theme is not necessarily a self-mover.  ' The paper fell to the floor.'  ' The girl dropped 13 stories to her death.'",{'Theme': 'the pencil'}
I drop the pencil.,a protagonist changes the overall position and posture of the body.,,,This describes a situation in which I changes the overall position and posture of the body.,0.058279380202293396,False,False,,drop,Change_posture,A Protagonist changes the overall position and posture of the body.  'Smithers leaned forward to grab the folder on the far side.',{'Protagonist': 'I'}
I drop the pencil.,this frame consists of words that indicate that an agent or a cause affects the position of an item on some scale.,,,This describes a situation in which this frame consists of words that indicate that I or I affects the position of an the pencil on some scale.,0.944774329662323,True,False,,drop,Cause_change_of_position_on_a_scale,"This frame consists of words that indicate that an Agent or a Cause affects the position of an Item on some scale (the Attribute) to change it from an initial value (Value_1) to an end value (Value_2). The direction of the change (Path) can be encoded as well as the magnitude of the change (Difference). The rate of change of the value (Speed) can optionally be indicated as well as a second scale (Co_Variable), which the values are correlated with.  '' 'The company is raising the final dividend from 4.34p to 4.57p, to boost the total by 5.3 percent to 6.36p.'  'Similarly, a consumer boom will encourage the authorities to increase interest rates in order to keep money supply on target.'  'United Way of Central Indiana adds value to your investment.'","{'Agent': 'I', 'Cause': 'I', 'Item': 'the pencil'}"
I drop the pencil.,"an agent causes a theme to move from a source, along a path, to a goal.",,,"This describes a situation in which I causes a the pencil to move from a source, along a path, to a goal.",0.22266444563865662,False,True,,drop,Cause_motion,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ","{'Agent': 'I', 'Theme': 'the pencil'}"
I sharpen the pencil.,an agent or cause makes a patient sharper or duller.,,,This describes a situation in which I or I makes a the pencil sharper or duller.,0.9071339964866638,True,True,,sharpen,Cause_to_be_sharp,An Agent or Cause makes a Patient sharper or duller.  An Instrument or Means may be mentioned.  'John is in the basement sharpening his axe.',"{'Agent': 'I', 'Cause': 'I', 'Patient': 'the pencil'}"
I break the guitar.,the words in this frame describe situations in which an agent or a cause injures a victim.,,,This describes a situation in which the words in this frame describe situations in which I or I injures a the guitar.,0.9835050702095032,True,False,,break,Cause_harm,"The words in this frame describe situations in which an Agent or a Cause injures a Victim. The Body_part of the Victim which is most directly affected may also be mentioned in the place of the Victim.  In such cases, the Victim is often indicated as a genitive modifier of the Body_part, in which case the Victim FE is indicated on a second FE layer. '' 'Rod saw his father beating his mother.'  'In the end Wormtongue is fed up with being beaten so he cuts Saruman's throat to free himself.'  'A mother stabbed to death by her husband made a secret will stating that he must never be allowed to care for their son.'","{'Agent': 'I', 'Cause': 'I', 'Victim': 'the guitar'}"
I break the guitar.,this frame concerns acts and state of affairs for which protagonists are responsible and which either follow or violate some set of rules  or norms.,,,This describes a situation in which this frame concerns I and state of affairs for which I are responsible and which either follow or violate some set of rules  or norms.,0.8369851112365723,True,False,,break,Compliance,"This frame concerns Acts and State_of_Affairs for which Protagonists are responsible and which either follow or violate some set of rules  or Norms. '' 'A lot of people suspect that blocking savers' access to their money violates the new constitution's explicit ban on compulsory loans to the government.'  'Not that by adhering to the subject-before-predicate principle, the translator of the above extract has had to ignore the principle of end-weight.'","{'Acts': 'I', 'Protagonists': 'I'}"
I break the guitar.,an experiencer is involved in a bodily injury to a body part.,,,This describes a situation in which an experiencer is involved in a bodily injury to a body part.,0.008958104997873306,False,False,,break,Experience_bodily_harm,"An Experiencer is involved in a bodily injury to a Body_part.  (In some cases, no Body_part need be indicated.)  Often an Injuring_entity on which the Experiencer injures themselves is mentioned. 'I think that I hurt myself pretty bad back there.' 'He smacked his head on the mantel getting up from poking at the fire.'",{}
I break the guitar.,"an agent suddenly and often violently separates the whole patient into two or more smaller pieces, resulting in the whole patient no longer existing as such.",,,"This describes a situation in which I suddenly and often violently separates the whole patient into two or more smaller pieces, resulting in the whole patient no longer existing as such.",0.008298703469336033,False,False,,break,Cause_to_fragment,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.  Several lexical items are marked with the semantic type Negative, which indicates that the fragmentation is necessarily judged as injurious to the original Whole_patient.  Compare this frame with Damaging, Render_non-functional, and Removing.  'He ripped up the letter faster than you can say ""Jack Robbins"". INI' 'Don't go in there or you 'll be torn to bits! CNI' 'She shattered the vase with a casual backhand blow to make it look like there had been a struggle. INI' 'Tear into 6"" strips, each about one inch wide, then bake at 400. CNI CNI'",{'Agent': 'I'}
I break the guitar.,an agent affects an artifact so that it is no longer capable of performing its inherent function.,,,This describes a situation in which I affects an the guitar so that it is no longer capable of performing its inherent function.,0.9317340850830078,True,False,,break,Render_nonfunctional,An Agent affects an Artifact so that it is no longer capable of performing its inherent function.  'I broke the TV.',"{'Agent': 'I', 'Artifact': 'the guitar'}"
I break the guitar.,an single subpart breaks off from a whole.,,,This describes a situation in which an single subpart breaks off from a whole.,0.8415324687957764,True,False,,break,Breaking_off,An single Subpart breaks off from a Whole.  'The original sword may have chipped off of the statue long ago.',{}
I break the guitar.,"a whole breaks apart into pieces, resulting in the loss of the whole.",,,"This describes a situation in which a the guitar breaks apart into pieces, resulting in the loss of the the guitar.",0.006617369595915079,False,False,,break,Breaking_apart,"A Whole breaks apart into Pieces, resulting in the loss of the Whole (and in most cases, no piece that has a separate function).  'The plane violently broke apart in mid-air.'  'And then, I finally realized that it must have been the case that a meteorite broke apart into at least 3 large pieces.'  Many of these verbs can also refer metaphorically to the breaking apart of institutions. (See the frame for ""schism"".)",{'Whole': 'the guitar'}
