ID,Frame #,Sentence,Verb,Object,Envoked Frame,,Ground Truth (Manually Checking),,Frame Definition,Notes,,Predicted Frame
3,1,I knock on the door.,knock,door,Cause_motion,,no,,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ",Confidence: 0.655,,
3,2,I knock on the door.,knock,door,Impact,,yes,,"While in motion, an Impactor makes sudden, forcible contact with the Impactee, or two Impactors both move, mutually making forcible contact.   'The massive metal foot hit the ground with a huge thud.' ",Confidence: 0.631,,
3,3,I knock on the door.,knock,door,Cause_harm,,no,,"The words in this frame describe situations in which an Agent or a Cause injures a Victim. The Body_part of the Victim which is most directly affected may also be mentioned in the place of the Victim.  In such cases, the Victim is often indicated as a genitive modifier of the Body_part, in which case the Victim FE is indicated on a second FE layer. '' 'Rod saw his father beating his mother.'  'In the end Wormtongue is fed up with being beaten so he cuts Saruman's throat to free himself.'  'A mother stabbed to death by her husband made a secret will stating that he must never be allowed to care for their son.'",Confidence: 0.604,,
3,4,I knock on the door.,knock,door,Cause_change_of_position_on_a_scale,,no,,"This frame consists of words that indicate that an Agent or a Cause affects the position of an Item on some scale (the Attribute) to change it from an initial value (Value_1) to an end value (Value_2). The direction of the change (Path) can be encoded as well as the magnitude of the change (Difference). The rate of change of the value (Speed) can optionally be indicated as well as a second scale (Co_Variable), which the values are correlated with.  '' 'The company is raising the final dividend from 4.34p to 4.57p, to boost the total by 5.3 percent to 6.36p.'  'Similarly, a consumer boom will encourage the authorities to increase interest rates in order to keep money supply on target.'  'United Way of Central Indiana adds value to your investment.'",Confidence: 0.545,,
3,5,I knock on the door.,knock,door,Sex,,no,,"Participants in a Sex act engage in or are subjected to sexual contact. Often the LUs in this frame are suggestive euphemisms which refer to non-sexual physical contact, Giving/Receiving scenarios, frames related to travel, physical orientation, body metonymy, biological necessity, or a simple completion of Activity.  ",Confidence: 0.502,,
3,6,I knock on the door.,knock,door,Render_nonfunctional,,no,,An Agent affects an Artifact so that it is no longer capable of performing its inherent function.  'I broke the TV.',Confidence: 0.365,,
3,7,I knock on the door.,knock,door,,,,,,,,
3,8,I knock on the door.,knock,door,,,,,,,,
3,9,I knock on the door.,knock,door,,,,,,,,
3,10,I knock on the door.,knock,door,,,,,,,,
3,11,I knock on the door.,knock,door,,,,,,,,
3,12,I knock on the door.,knock,door,,,,,,,,
3,13,I knock on the door.,knock,door,,,,,,,,
3,14,I knock on the door.,knock,door,,,,,,,,
4,1,I slam the door.,slam,door,Impact,,yes,,"While in motion, an Impactor makes sudden, forcible contact with the Impactee, or two Impactors both move, mutually making forcible contact.   'The massive metal foot hit the ground with a huge thud.' ",Confidence: 0.626,,
4,2,I slam the door.,slam,door,Judgment_communication,,no,,"A Communicator communicates a judgment of an Evaluee to an Addressee.  The judgment may be positive (e.g. praise) or negative (e.g. criticize), and this is indicated by the semantic types Positive and Negative attached to the lexical units.  This frame does not contain words where Evaluee and the Addressee are necessarily the same .  'I commended his handling of the crisis.' 'Gaston denounced him to the committee.' This is distinct from the Judgment frame in that it involves the communication of an evaluation, rather than merely forming and holding a particular evaluation.",Confidence: 0.619,,
4,3,I slam the door.,slam,door,Cause_impact,,yes,,"An Agent causes an Impactor to make sudden, forcible contact with an Impactee, or manipulates two (or more) Impactors so that they make mutual forcible contact.    'He slammed his fist down on the table and bellowed something unintelligible.'",Confidence: 0.437,,
4,4,I slam the door.,slam,door,Cause_motion,,yes,,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ",Confidence: 0.374,,
4,5,I slam the door.,slam,door,Sex,,no,,"Participants in a Sex act engage in or are subjected to sexual contact. Often the LUs in this frame are suggestive euphemisms which refer to non-sexual physical contact, Giving/Receiving scenarios, frames related to travel, physical orientation, body metonymy, biological necessity, or a simple completion of Activity.  ",Confidence: 0.353,,
4,6,I slam the door.,slam,door,,,,,,,,
4,7,I slam the door.,slam,door,,,,,,,,
4,8,I slam the door.,slam,door,,,,,,,,
4,9,I slam the door.,slam,door,,,,,,,,
4,10,I slam the door.,slam,door,,,,,,,,
4,11,I slam the door.,slam,door,,,,,,,,
4,12,I slam the door.,slam,door,,,,,,,,
4,13,I slam the door.,slam,door,,,,,,,,
4,14,I slam the door.,slam,door,,,,,,,,
5,1,I paint the door.,paint,door,Filling,,yes,,"These are words relating to filling containers and covering areas with some thing, things or substance, the Theme. The area or container can appear as the direct object with all these verbs, and is designated Goal because it is the goal of motion of the Theme. Corresponding to its nuclear argument status, it is also affected in some crucial way, unlike goals in other frames.  'Lionel Hutz coated the wall with paint. '",Confidence: 0.871,,v
5,2,I paint the door.,paint,door,Create_representation,,no,,"A Creator  produces a physical object which is to serve as a Representation of an actual or imagined entity or event, the Represented.   'Epstein saw the machine-man and carved him in shiny metal.'  'Picasso drew some violent looking birds.'  'Towards the end of his life, Munch painted himself as a ghost.'  'Dan Grant was the model for Norman Rockwell when the artist painted him as ""The Barefoot Boy"" for a Depression-era Coca Cola calendar.'  'There the Finnish artist sketched him, creating a stunning portrait.'",Confidence: 0.744,,v
5,3,I paint the door.,paint,door,Create_physical_artwork,,no,,A Creator creates an artifact that is typically an iconic Representation of an actual or imagined entity or event. The Representation may also be evocative of an idea while not based on resemblance.  'Diagrams must be clearly drawn on construction paper. CNI'  'I took his picture and told him that if it came out well I would make him a copy.'  'In about 1305 and 1306 Giotto painted a notable series of 38 frescoes.',Confidence: 0.740,,v
5,4,I paint the door.,paint,door,Communicate_categorization,,no,,"A Speaker communicates a message stating an Item's membership in a Category, i.e., asserts that the Item has the defining characteristics of the Category. Alternatively, the message is conceived as communicated by a Medium.  'He depicted his involvement as merely peripheral.'  'The first half of the book portrays Bragg's mother as a beautiful and heartbroken woman'.",Confidence: 0.309,,
5,5,I paint the door.,paint,door,,,,,,,,
5,6,I paint the door.,paint,door,,,,,,,,
5,7,I paint the door.,paint,door,,,,,,,,
5,8,I paint the door.,paint,door,,,,,,,,
5,9,I paint the door.,paint,door,,,,,,,,
5,10,I paint the door.,paint,door,,,,,,,,
5,11,I paint the door.,paint,door,,,,,,,,
5,12,I paint the door.,paint,door,,,,,,,,
5,13,I paint the door.,paint,door,,,,,,,,
5,14,I paint the door.,paint,door,,,,,,,,
6,1,I break the door.,break,door,Breaking_out_captive,,no,,An Agent brings about the end of a Theme's captivity at a Location_of_confinement in contravention of the plans or desires of a captor.  'His accomplice freed him from Sing Sing prison thanks to his disguise.' ,Confidence: 0.889,,v
6,2,I break the door.,break,door,Experience_bodily_harm,,no,,"An Experiencer is involved in a bodily injury to a Body_part.  (In some cases, no Body_part need be indicated.)  Often an Injuring_entity on which the Experiencer injures themselves is mentioned. 'I think that I hurt myself pretty bad back there.' 'He smacked his head on the mantel getting up from poking at the fire.'",Confidence: 0.863,,v
6,3,I break the door.,break,door,Activity_pause,,no,,An Agent pauses in the course of an Activity. '' 'The government froze settlement construction in 1992 to facilitate peace talks.'  'The lifting of the nuclear freeze was deemed necessary to generate needed electricity.',Confidence: 0.844,,v
6,4,I break the door.,break,door,Compliance,,no,,"This frame concerns Acts and State_of_Affairs for which Protagonists are responsible and which either follow or violate some set of rules  or Norms. '' 'A lot of people suspect that blocking savers' access to their money violates the new constitution's explicit ban on compulsory loans to the government.'  'Not that by adhering to the subject-before-predicate principle, the translator of the above extract has had to ignore the principle of end-weight.'",Confidence: 0.813,,v
6,5,I break the door.,break,door,Cause_harm,,no,,"The words in this frame describe situations in which an Agent or a Cause injures a Victim. The Body_part of the Victim which is most directly affected may also be mentioned in the place of the Victim.  In such cases, the Victim is often indicated as a genitive modifier of the Body_part, in which case the Victim FE is indicated on a second FE layer. '' 'Rod saw his father beating his mother.'  'In the end Wormtongue is fed up with being beaten so he cuts Saruman's throat to free himself.'  'A mother stabbed to death by her husband made a secret will stating that he must never be allowed to care for their son.'",Confidence: 0.791,,v
6,6,I break the door.,break,door,Process_start,,no,,An Event begins at a certain Time and Place. Reason may also be indicated.  NB:  Refer to Event frame.  'The project began.',Confidence: 0.738,,v
6,7,I break the door.,break,door,Breaking_off,,yes,,An single Subpart breaks off from a Whole.  'The original sword may have chipped off of the statue long ago.',Confidence: 0.732,,v
6,8,I break the door.,break,door,Catching_fire,,no,,"A Fuel, some flammable object or substance, ends up on fire.  In this frame, the cause of the fire is not the primary concern, but rather the fact that a fire started.  In rare cases, only the Fire is mentioned and the associated Fuel is not.  '' This frame does not include phrases like ""a fire broke out"" or ""the conflagration started in the bedroom"" as these are deemed to be compositional (see Process_start and Fire_burning).",Confidence: 0.720,,v
6,9,I break the door.,break,door,Render_nonfunctional,,yes,,An Agent affects an Artifact so that it is no longer capable of performing its inherent function.  'I broke the TV.',Confidence: 0.700,,v
6,10,I break the door.,break,door,Ingestion,,no,,"An Ingestor consumes food or drink (Ingestibles), which entails putting the Ingestibles in the mouth for delivery to the digestive system.  This may include the use of an Instrument.  Sentences that describe the provision of food to others are NOT included in this frame.  'The wolves devoured the carcass completely.'",Confidence: 0.527,,
6,11,I break the door.,break,door,Cause_to_fragment,,yes,,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.  Several lexical items are marked with the semantic type Negative, which indicates that the fragmentation is necessarily judged as injurious to the original Whole_patient.  Compare this frame with Damaging, Render_non-functional, and Removing.  'He ripped up the letter faster than you can say ""Jack Robbins"". INI' 'Don't go in there or you 'll be torn to bits! CNI' 'She shattered the vase with a casual backhand blow to make it look like there had been a struggle. INI' 'Tear into 6"" strips, each about one inch wide, then bake at 400. CNI CNI'",Confidence: 0.189,,
6,12,I break the door.,break,door,Breaking_apart,,yes,,"A Whole breaks apart into Pieces, resulting in the loss of the Whole (and in most cases, no piece that has a separate function).  'The plane violently broke apart in mid-air.'  'And then, I finally realized that it must have been the case that a meteorite broke apart into at least 3 large pieces.'  Many of these verbs can also refer metaphorically to the breaking apart of institutions. (See the frame for ""schism"".)",Confidence: 0.164,,
6,13,I break the door.,break,door,,,,,,,,
6,14,I break the door.,break,door,,,,,,,,
7,1,I lock the door.,lock,door,Hiding_objects,,no,,"An Agent causes a Hidden_object to become perceptually inaccessible to potential perceivers by placing it in a Hiding_place or putting in place an Obstruction that screens the object.  'Therefore, as I passed the school, I hid the gun and holster in the mailbox'  'Gruenwald hid the money at a local garbage dump then retrieved it the following morning.'  'In later books Harry often tries to hide his scar with his hair. '",Confidence: 0.601,,
7,2,I lock the door.,lock,door,Mass_motion,,no,,"A Mass_theme, generally made up of many individuals, moves from a Source to a Goal with some Path.   'Emails from so-called Nigerian princes flooded inboxes all over the US.'",Confidence: 0.532,,
7,3,I lock the door.,lock,door,Change_accessibility,,yes,,"An Agent causes a Useful_location to become accessible (or non-accessible) to a Theme to a certain Degree. Instead of the Useful_location, the scene may be described with reference to a Portal (or part of the Portal, e.g., a door) to the Useful_location.  'They've blockaded the entrance -- no one can get in or out.'  'Police have cordoned off the area where the crime occurred.'  'The area has been barricaded to anyone but law enforcement officials.'",Confidence: 0.526,,
7,4,I lock the door.,lock,door,Eclipse,,no,,An Obstruction blocks an Eclipsed entity partially or completely from view. The positions of the Obstruction and the Eclipsed entity are often reported relative to a Vantage_point.  'A small green bulb concealed behind the panel flashed on momentarily .',Confidence: 0.516,,
7,5,I lock the door.,lock,door,Hindering,,yes,,"In this frame a Hindrance makes it more difficult for a Protagonist to complete their intended Action or a Hindrance directly affects an Action where the Action can be a natural act or the actions of many individuals in a collective endeavor.  Crucially, these lexical units do not entail that the Protagonist was unable to complete the Action or that the Action did not occur. The Hindrance may indicate a lack of enablement or an obstacle on the natural progression of the Protagonist or Action   ' Malcolm was hindered by his drinking problem . '  ' A lack of money hampered our plans . ' ' Many candidates' progress is severely impeded because they have to resit for the exam. '  ' The new dam impeded the flow of water . '",Confidence: 0.310,,
7,6,I lock the door.,lock,door,Inhibit_movement,,yes,,"An Agent restricts the movement of a Theme to within the vicinity of the Holding_location, despite the Theme's desire, plan, or tendency towards motion; the Agent may also use an Instrument. Alternatively, there may be a non-sentient Cause instead of an Agent restricting the Theme.  For many of these targets, the means is incorporated.  For some LUs, the Theme is required to be a sentient entity.  Several of these LUs may be used to describe punishment situations when the Theme is a sentient entity.    'They held the package for two months in the border-patrol locker room .'",Confidence: 0.290,,
7,7,I lock the door.,lock,door,Immobilization,,yes,,"The Agent immobilizes a Patient optionally,  to an Anchor.  'The junior officer handcuffed his commanding officer to his desk.'",Confidence: 0.148,,
7,8,I lock the door.,lock,door,,,,,,,,
7,9,I lock the door.,lock,door,,,,,,,,
7,10,I lock the door.,lock,door,,,,,,,,
7,11,I lock the door.,lock,door,,,,,,,,
7,12,I lock the door.,lock,door,,,,,,,,
7,13,I lock the door.,lock,door,,,,,,,,
7,14,I lock the door.,lock,door,,,,,,,,
8,1,I unlock the door.,unlock,door,,,,,,,,
8,2,I unlock the door.,unlock,door,,,,,,,,
8,3,I unlock the door.,unlock,door,,,,,,,,
8,4,I unlock the door.,unlock,door,,,,,,,,
8,5,I unlock the door.,unlock,door,,,,,,,,
8,6,I unlock the door.,unlock,door,,,,,,,,
8,7,I unlock the door.,unlock,door,,,,,,,,
8,8,I unlock the door.,unlock,door,,,,,,,,
8,9,I unlock the door.,unlock,door,,,,,,,,
8,10,I unlock the door.,unlock,door,,,,,,,,
8,11,I unlock the door.,unlock,door,,,,,,,,
8,12,I unlock the door.,unlock,door,,,,,,,,
8,13,I unlock the door.,unlock,door,,,,,,,,
8,14,I unlock the door.,unlock,door,,,,,,,,
9,1,I push the door.,push,door,Cause_motion,,yes,,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ",Confidence: 0.877,,v
9,2,I push the door.,push,door,Manipulation,,yes,,"The words in this frame describe the manipulation of an Entity by an Agent.  Generally, this implies that the Entity is not deeply or permanently physically affected, nor is it overall moved from one place to another.  'Ian squeezed Mara's hand.' ''  A number of lexemes listed in this frame also occur in the Cause_motion frame (for example, push, yank).  Only the non-motion uses of these words belong in this frame, e.g., combinations such as push at, push on, yank at. ",Confidence: 0.715,,v
9,3,I push the door.,push,door,Cause_change_of_position_on_a_scale,,no,,"This frame consists of words that indicate that an Agent or a Cause affects the position of an Item on some scale (the Attribute) to change it from an initial value (Value_1) to an end value (Value_2). The direction of the change (Path) can be encoded as well as the magnitude of the change (Difference). The rate of change of the value (Speed) can optionally be indicated as well as a second scale (Co_Variable), which the values are correlated with.  '' 'The company is raising the final dividend from 4.34p to 4.57p, to boost the total by 5.3 percent to 6.36p.'  'Similarly, a consumer boom will encourage the authorities to increase interest rates in order to keep money supply on target.'  'United Way of Central Indiana adds value to your investment.'",Confidence: 0.673,,
9,4,I push the door.,push,door,Subjective_influence,,no,,"An Agent, Situation or Entity has an influence on a Cognizer. The influence may be general; or it may be manifested in the Cognizer's engaging in an Action as a consequence of the influence; or the Cognizer may be influenced in how they carry out a Behavior that they are engaged in already. Alternatively, a Product may be specified whose production or design was influenced by the Cognizer's experience of the  Situation or Entity. ''  The  mediation of the Cognizer's psyche distinguishes this frame from the Objective_influence frame, where dependent events occur automatically given the appropriate kind of influencing force. In this frame, by contrast, a Cognizer may perceive an influence yet not respond to it in any way.  ' These works had a profound effect and influenced her in the creation of a successful series capturing this sun-drenched region.' 'I'm sure if I asked Mattel what inspired this car I would be told it's an original design, and not supposed to represent any actual car.'     ",Confidence: 0.651,,
9,5,I push the door.,push,door,,,,,,,,
9,6,I push the door.,push,door,,,,,,,,
9,7,I push the door.,push,door,,,,,,,,
9,8,I push the door.,push,door,,,,,,,,
9,9,I push the door.,push,door,,,,,,,,
